SKU,Description,Property,Product,Territory,Channel,Sales Type,Units,Price,Return Units,Royalty %,Royalty Pay,MONTH,YEAR,Gross Sales,Returns,Net Units,Net Sales,Royalty Payable
SKU987,Coffee Mug,Size-9,Electronics,Canada,Wholesale,Reseller,110,8.69,2,0.0306,Not Applicable,8,2024,955.9,17.38,108,938.52,28.72
SKU988,Notebook,Wireless,Apparel,Australia,Distributor,Subscription,5,65.13,0,0.0777,Not Applicable,6,2023,325.65,0.0,5,325.65,25.3
SKU989,Headphones,Type-Lined,Apparel,USA,Online,Subscription,73,48.55,8,0.0652,Not Applicable,9,2024,3544.15,388.4,65,3155.75,205.75
SKU990,Sneakers,Style-Modern,Footwear,Europe,Online,Subscription,37,28.8,1,0.0123,Processing,7,2024,1065.6,28.8,36,1036.8,12.75
SKU991,Headphones,Material-Steel,Footwear,Asia,Retail,Reseller,198,20.56,3,0.0255,Paid,6,2023,4070.88,61.68,195,4009.2,102.23
SKU992,Pen Set,Size-Large,Accessories,Asia,Retail,Subscription,169,50.38,0,0.0774,Paid,5,2024,8514.22,0.0,169,8514.22,659.0
SKU993,T-Shirt,Style-Modern,Apparel,Asia,Online,Subscription,64,42.2,8,0.0295,Paid,1,2025,2700.8,337.6,56,2363.2,69.71
SKU994,Coffee Mug,Color-Blue,Footwear,Asia,Retail,Subscription,184,36.28,8,0.07,Not Applicable,5,2024,6675.52,290.24,176,6385.28,446.97
SKU995,Headphones,Material-Steel,Stationery,Australia,Distributor,Subscription,86,35.41,8,0.0717,Pending,2,2023,3045.26,283.28,78,2761.98,198.03
SKU996,T-Shirt,Type-Lined,Apparel,Australia,Retail,Reseller,47,98.69,2,0.0469,Pending,2,2025,4638.43,197.38,45,4441.05,208.29
SKU997,Pen Set,Material-Steel,Office Supplies,Asia,Distributor,Reseller,55,15.68,9,0.0862,Processing,3,2023,862.4,141.12,46,721.28,62.17
SKU998,Backpack,Type-Lined,Home Goods,Asia,Distributor,Reseller,139,88.28,3,0.026,Processing,11,2024,12270.92,264.84,136,12006.08,312.16
SKU999,Pen Set,Type-Lined,Furniture,Asia,Distributor,Reseller,104,21.01,2,0.0459,Processing,9,2023,2185.04,42.02,102,2143.02,98.36
SKU1000,Headphones,Style-Modern,Apparel,Canada,Online,Subscription,53,63.83,1,0.0637,Not Applicable,6,2024,3382.99,63.83,52,3319.16,211.43
SKU1001,Notebook,Size-Large,Electronics,Canada,Wholesale,Direct,22,88.33,6,0.0112,Paid,9,2024,1943.26,529.98,16,1413.28,15.83
SKU1002,Headphones,Size-9,Office Supplies,Europe,Distributor,Subscription,8,30.07,1,0.0302,Not Applicable,5,2025,240.56,30.07,7,210.49,6.36
SKU1003,Desk Lamp,Color-Blue,Electronics,Europe,Wholesale,Direct,133,95.97,5,0.016,Not Applicable,9,2023,12764.01,479.85,128,12284.16,196.55
SKU1004,T-Shirt,Size-Large,Stationery,USA,Retail,Direct,104,68.63,2,0.0547,Pending,10,2025,7137.52,137.26,102,7000.26,382.91
SKU1005,Coffee Mug,Size-Medium,Office Supplies,Europe,Retail,Direct,43,33.47,4,0.0552,Paid,4,2025,1439.21,133.88,39,1305.33,72.05
SKU1006,Water Bottle,Size-9,Apparel,Asia,Wholesale,Reseller,31,12.23,5,0.0435,Paid,9,2024,379.13,61.15,26,317.98,13.83
SKU1007,T-Shirt,Material-Steel,Accessories,USA,Retail,Direct,184,76.22,0,0.0504,Paid,4,2024,14024.48,0.0,184,14024.48,706.83
SKU1008,Sneakers,Color-Black,Home Goods,Asia,Online,Reseller,106,78.84,4,0.0506,Not Applicable,5,2025,8357.04,315.36,102,8041.68,406.91
SKU1009,T-Shirt,Size-9,Electronics,Canada,Retail,Direct,171,61.81,0,0.0525,Pending,12,2025,10569.51,0.0,171,10569.51,554.9
SKU1010,Backpack,Style-Modern,Home Goods,Canada,Wholesale,Reseller,55,46.08,8,0.0307,Not Applicable,1,2025,2534.4,368.64,47,2165.76,66.49
SKU1011,Water Bottle,Size-Large,Accessories,Europe,Distributor,Direct,196,11.33,2,0.0973,Paid,8,2024,2220.68,22.66,194,2198.02,213.87
SKU1012,Tablet Case,Size-9,Stationery,Asia,Online,Direct,17,19.21,1,0.0456,Not Applicable,3,2025,326.57,19.21,16,307.36,14.02
SKU1013,Sneakers,Size-9,Stationery,Asia,Online,Direct,113,36.44,3,0.0252,Paid,2,2025,4117.72,109.32,110,4008.4,101.01
SKU1014,Backpack,Style-Modern,Home Goods,Asia,Online,Direct,70,52.61,9,0.0947,Not Applicable,2,2024,3682.7,473.49,61,3209.21,303.91
SKU1015,Pen Set,Color-Blue,Office Supplies,Australia,Retail,Subscription,88,50.88,7,0.0663,Paid,6,2023,4477.44,356.16,81,4121.28,273.24
SKU1016,Desk Lamp,Type-Lined,Home Goods,Asia,Online,Subscription,148,46.88,4,0.0435,Pending,6,2025,6938.24,187.52,144,6750.72,293.66
SKU1017,Notebook,Size-9,Apparel,Asia,Wholesale,Subscription,110,88.43,7,0.062,Not Applicable,12,2025,9727.3,619.01,103,9108.29,564.71
SKU1018,Coffee Mug,Wireless,Accessories,USA,Online,Reseller,50,12.14,4,0.0869,Not Applicable,8,2025,607.0,48.56,46,558.44,48.53
SKU1019,Pen Set,Color-Blue,Office Supplies,Canada,Wholesale,Subscription,160,10.64,5,0.0153,Processing,4,2025,1702.4,53.2,155,1649.2,25.23
SKU1020,Headphones,Color-Black,Apparel,Australia,Distributor,Subscription,179,62.72,8,0.0633,Paid,4,2025,11226.88,501.76,171,10725.12,678.9
SKU1021,Desk Lamp,Size-Medium,Apparel,Asia,Wholesale,Direct,36,15.44,8,0.0293,Not Applicable,9,2023,555.84,123.52,28,432.32,12.67
SKU1022,T-Shirt,Wireless,Apparel,Australia,Distributor,Subscription,80,81.62,7,0.099,Paid,9,2025,6529.6,571.34,73,5958.26,589.87
SKU1023,Tablet Case,Material-Steel,Footwear,USA,Online,Subscription,157,65.93,0,0.0294,Pending,9,2023,10351.01,0.0,157,10351.01,304.32
SKU1024,Pen Set,Color-Blue,Footwear,Europe,Online,Reseller,180,10.96,7,0.0899,Paid,2,2023,1972.8,76.72,173,1896.08,170.46
SKU1025,Pen Set,Color-Black,Apparel,USA,Distributor,Subscription,70,89.79,0,0.0651,Pending,11,2025,6285.3,0.0,70,6285.3,409.17
SKU1026,Desk Lamp,Style-Modern,Electronics,Asia,Wholesale,Subscription,61,95.21,9,0.0836,Processing,2,2025,5807.81,856.89,52,4950.92,413.9
SKU1027,Tablet Case,Wireless,Office Supplies,Asia,Distributor,Direct,121,73.64,6,0.029,Not Applicable,10,2024,8910.44,441.84,115,8468.6,245.59
SKU1028,Sneakers,Material-Steel,Electronics,Europe,Online,Direct,52,42.47,3,0.0104,Paid,1,2024,2208.44,127.41,49,2081.03,21.64
SKU1029,Desk Lamp,Size-Medium,Office Supplies,Australia,Distributor,Reseller,77,42.38,1,0.0988,Paid,2,2024,3263.26,42.38,76,3220.88,318.22
SKU1030,Coffee Mug,Color-Black,Furniture,USA,Wholesale,Reseller,165,88.66,7,0.0856,Processing,12,2023,14628.9,620.62,158,14008.28,1199.11
SKU1031,Water Bottle,Type-Lined,Apparel,Asia,Wholesale,Reseller,123,37.02,1,0.0957,Processing,3,2025,4553.46,37.02,122,4516.44,432.22
SKU1032,Desk Lamp,Size-Medium,Accessories,Australia,Retail,Subscription,150,48.46,0,0.0288,Pending,9,2025,7269.0,0.0,150,7269.0,209.35
SKU1033,Tablet Case,Size-Large,Apparel,Canada,Wholesale,Direct,79,64.72,8,0.081,Processing,1,2023,5112.88,517.76,71,4595.12,372.2
SKU1034,Notebook,Type-Lined,Furniture,Australia,Distributor,Direct,62,43.94,4,0.0712,Processing,2,2025,2724.28,175.76,58,2548.52,181.45
SKU1035,Tablet Case,Type-Lined,Stationery,Canada,Distributor,Subscription,17,88.19,0,0.0404,Processing,1,2023,1499.23,0.0,17,1499.23,60.57
SKU1036,Water Bottle,Fit-10 inch,Accessories,USA,Online,Subscription,51,27.18,1,0.0436,Pending,7,2025,1386.18,27.18,50,1359.0,59.25
SKU1037,Headphones,Wireless,Electronics,Australia,Retail,Subscription,118,16.74,5,0.0728,Not Applicable,3,2025,1975.32,83.7,113,1891.62,137.71
SKU1038,Sneakers,Style-Modern,Office Supplies,Canada,Online,Reseller,45,13.98,5,0.0546,Not Applicable,11,2024,629.1,69.9,40,559.2,30.53
SKU1039,Water Bottle,Type-Lined,Furniture,Asia,Distributor,Direct,169,11.41,7,0.0391,Not Applicable,9,2023,1928.29,79.87,162,1848.42,72.27
SKU1040,Backpack,Fit-10 inch,Stationery,Australia,Distributor,Direct,188,30.7,7,0.095,Processing,2,2025,5771.6,214.9,181,5556.7,527.89
SKU1041,Sneakers,Material-Steel,Home Goods,Asia,Online,Direct,109,12.3,0,0.0147,Not Applicable,8,2024,1340.7,0.0,109,1340.7,19.71
SKU1042,Backpack,Material-Steel,Furniture,USA,Online,Direct,7,41.73,5,0.0431,Paid,1,2025,292.11,208.65,2,83.46,3.6
SKU1043,Sneakers,Style-Modern,Footwear,USA,Distributor,Reseller,95,81.88,5,0.0966,Paid,12,2023,7778.6,409.4,90,7369.2,711.86
SKU1044,Pen Set,Size-9,Home Goods,Australia,Wholesale,Subscription,158,72.3,1,0.0543,Paid,5,2025,11423.4,72.3,157,11351.1,616.36
SKU1045,T-Shirt,Size-Medium,Office Supplies,USA,Online,Reseller,143,57.59,8,0.0865,Processing,10,2024,8235.37,460.72,135,7774.65,672.51
SKU1046,T-Shirt,Size-Large,Furniture,Canada,Online,Subscription,181,55.02,2,0.0349,Not Applicable,8,2025,9958.62,110.04,179,9848.58,343.72
SKU1047,Tablet Case,Fit-10 inch,Accessories,Asia,Wholesale,Direct,127,11.1,1,0.0203,Processing,7,2023,1409.7,11.1,126,1398.6,28.39
SKU1048,Sneakers,Size-9,Home Goods,Asia,Distributor,Subscription,15,42.59,9,0.0403,Pending,1,2024,638.85,383.31,6,255.54,10.3
SKU1049,Notebook,Material-Steel,Footwear,USA,Online,Subscription,66,60.69,6,0.0245,Pending,9,2024,4005.54,364.14,60,3641.4,89.21
SKU1050,Headphones,Color-Blue,Electronics,Europe,Online,Direct,104,11.96,5,0.0836,Paid,11,2024,1243.84,59.8,99,1184.04,98.99
SKU1051,Notebook,Wireless,Office Supplies,Asia,Wholesale,Reseller,110,25.96,5,0.0747,Processing,3,2023,2855.6,129.8,105,2725.8,203.62
SKU1052,Desk Lamp,Color-Black,Home Goods,Asia,Distributor,Subscription,114,95.21,5,0.0667,Pending,3,2025,10853.94,476.05,109,10377.89,692.21
SKU1053,Headphones,Size-9,Stationery,Australia,Distributor,Subscription,37,56.28,2,0.0144,Not Applicable,8,2024,2082.36,112.56,35,1969.8,28.37
SKU1054,Pen Set,Type-Lined,Office Supplies,USA,Retail,Subscription,135,91.78,4,0.0637,Pending,12,2025,12390.3,367.12,131,12023.18,765.88
SKU1055,T-Shirt,Color-Black,Footwear,USA,Distributor,Reseller,63,35.13,0,0.0128,Not Applicable,3,2024,2213.19,0.0,63,2213.19,28.33
SKU1056,Backpack,Style-Modern,Footwear,Asia,Distributor,Subscription,62,77.05,9,0.0923,Paid,11,2024,4777.1,693.45,53,4083.65,376.92
SKU1057,Tablet Case,Wireless,Office Supplies,Canada,Distributor,Subscription,82,52.78,4,0.0513,Processing,8,2024,4327.96,211.12,78,4116.84,211.19
SKU1058,Notebook,Size-Large,Furniture,USA,Wholesale,Subscription,87,91.96,8,0.0206,Processing,8,2024,8000.52,735.68,79,7264.84,149.66
SKU1059,T-Shirt,Style-Modern,Stationery,Asia,Retail,Subscription,62,10.2,2,0.02,Paid,1,2025,632.4,20.4,60,612.0,12.24
SKU1060,Water Bottle,Fit-10 inch,Stationery,Europe,Retail,Direct,171,86.24,1,0.0625,Not Applicable,2,2024,14747.04,86.24,170,14660.8,916.3
SKU1061,Desk Lamp,Size-Large,Footwear,Asia,Wholesale,Reseller,53,33.87,7,0.0452,Paid,5,2024,1795.11,237.09,46,1558.02,70.42
SKU1062,Tablet Case,Size-Medium,Office Supplies,Europe,Wholesale,Direct,139,28.72,4,0.0102,Not Applicable,2,2024,3992.08,114.88,135,3877.2,39.55
SKU1063,Headphones,Color-Black,Stationery,Europe,Wholesale,Direct,25,35.7,5,0.0418,Not Applicable,2,2025,892.5,178.5,20,714.0,29.85
SKU1064,Headphones,Size-Large,Furniture,USA,Retail,Direct,6,94.61,8,0.0313,Not Applicable,9,2024,567.66,756.88,-2,-189.22,-5.92
SKU1065,Backpack,Size-Medium,Furniture,Canada,Wholesale,Reseller,47,85.0,4,0.0476,Not Applicable,1,2024,3995.0,340.0,43,3655.0,173.98
SKU1066,Notebook,Color-Blue,Furniture,Canada,Wholesale,Subscription,158,85.5,5,0.0479,Pending,6,2025,13509.0,427.5,153,13081.5,626.6
SKU1067,Notebook,Size-9,Home Goods,Australia,Distributor,Direct,59,68.56,4,0.0983,Not Applicable,12,2023,4045.04,274.24,55,3770.8,370.67
SKU1068,Tablet Case,Type-Lined,Accessories,Canada,Distributor,Direct,151,48.25,1,0.0658,Paid,2,2023,7285.75,48.25,150,7237.5,476.23
SKU1069,Backpack,Color-Blue,Footwear,Asia,Wholesale,Direct,150,19.64,3,0.0216,Not Applicable,4,2023,2946.0,58.92,147,2887.08,62.36
SKU1070,Pen Set,Color-Black,Office Supplies,Europe,Wholesale,Reseller,48,8.69,0,0.0444,Pending,2,2023,417.12,0.0,48,417.12,18.52
SKU1071,T-Shirt,Fit-10 inch,Electronics,Europe,Online,Subscription,86,56.23,4,0.0267,Processing,7,2025,4835.78,224.92,82,4610.86,123.11
SKU1072,Pen Set,Fit-10 inch,Accessories,Asia,Online,Reseller,113,70.56,1,0.0495,Processing,12,2024,7973.28,70.56,112,7902.72,391.18
SKU1073,Pen Set,Size-Medium,Electronics,Europe,Wholesale,Reseller,99,89.68,4,0.048,Pending,6,2025,8878.32,358.72,95,8519.6,408.94
SKU1074,Desk Lamp,Size-9,Accessories,Europe,Online,Reseller,58,91.32,3,0.0968,Processing,9,2025,5296.56,273.96,55,5022.6,486.19
SKU1075,Coffee Mug,Size-Medium,Footwear,Asia,Online,Reseller,196,13.57,8,0.0159,Not Applicable,11,2024,2659.72,108.56,188,2551.16,40.56
SKU1076,Pen Set,Wireless,Footwear,Asia,Distributor,Subscription,87,33.8,3,0.0615,Processing,2,2023,2940.6,101.4,84,2839.2,174.61
SKU1077,Tablet Case,Style-Modern,Footwear,Asia,Online,Subscription,150,55.56,0,0.0504,Processing,3,2023,8334.0,0.0,150,8334.0,420.03
SKU1078,Pen Set,Size-Large,Stationery,Asia,Retail,Direct,22,85.45,6,0.0326,Pending,4,2023,1879.9,512.7,16,1367.2,44.57
SKU1079,Headphones,Type-Lined,Footwear,USA,Online,Subscription,154,24.84,0,0.0247,Paid,6,2025,3825.36,0.0,154,3825.36,94.49
SKU1080,Headphones,Type-Lined,Apparel,Asia,Wholesale,Reseller,137,67.92,5,0.0819,Processing,9,2025,9305.04,339.6,132,8965.44,734.27
SKU1081,Backpack,Size-9,Accessories,Australia,Wholesale,Direct,75,41.81,5,0.0411,Not Applicable,9,2025,3135.75,209.05,70,2926.7,120.29
SKU1082,Headphones,Material-Steel,Electronics,USA,Distributor,Direct,64,78.07,1,0.0696,Not Applicable,7,2025,4996.48,78.07,63,4918.41,342.32
SKU1083,Tablet Case,Style-Modern,Electronics,Canada,Distributor,Subscription,34,80.06,1,0.0808,Pending,7,2025,2722.04,80.06,33,2641.98,213.47
SKU1084,Sneakers,Type-Lined,Furniture,Canada,Online,Reseller,131,55.6,2,0.0542,Pending,11,2024,7283.6,111.2,129,7172.4,388.74
SKU1085,Backpack,Fit-10 inch,Accessories,Europe,Retail,Direct,90,24.8,7,0.0766,Paid,1,2023,2232.0,173.6,83,2058.4,157.67
SKU1086,Sneakers,Color-Blue,Office Supplies,USA,Wholesale,Reseller,162,48.19,6,0.0917,Pending,2,2023,7806.78,289.14,156,7517.64,689.37
SKU1087,Desk Lamp,Size-Medium,Electronics,Australia,Retail,Reseller,11,48.49,5,0.0293,Processing,11,2023,533.39,242.45,6,290.94,8.52
SKU1088,Tablet Case,Color-Blue,Footwear,Canada,Wholesale,Reseller,57,32.24,3,0.0894,Paid,5,2025,1837.68,96.72,54,1740.96,155.64
SKU1089,Sneakers,Fit-10 inch,Furniture,Europe,Online,Reseller,64,92.42,5,0.0291,Pending,5,2023,5914.88,462.1,59,5452.78,158.68
SKU1090,Coffee Mug,Type-Lined,Apparel,USA,Online,Direct,174,49.31,7,0.0871,Pending,3,2024,8579.94,345.17,167,8234.77,717.25
SKU1091,Notebook,Color-Blue,Stationery,Australia,Distributor,Subscription,118,71.08,4,0.0496,Pending,10,2023,8387.44,284.32,114,8103.12,401.91
SKU1092,Pen Set,Style-Modern,Electronics,Australia,Distributor,Reseller,192,83.7,5,0.0304,Pending,7,2023,16070.4,418.5,187,15651.9,475.82
SKU1093,Pen Set,Type-Lined,Furniture,Australia,Retail,Reseller,103,88.14,9,0.0134,Pending,3,2023,9078.42,793.26,94,8285.16,111.02
SKU1094,Coffee Mug,Size-Medium,Home Goods,Canada,Retail,Subscription,6,48.58,8,0.0135,Paid,4,2024,291.48,388.64,-2,-97.16,-1.31
SKU1095,Backpack,Color-Black,Electronics,Europe,Online,Reseller,181,79.99,1,0.0624,Paid,7,2024,14478.19,79.99,180,14398.2,898.45
SKU1096,Desk Lamp,Size-9,Home Goods,Asia,Wholesale,Subscription,170,81.13,7,0.0181,Paid,1,2023,13792.1,567.91,163,13224.19,239.36
SKU1097,Tablet Case,Style-Modern,Stationery,Europe,Retail,Subscription,20,56.91,8,0.0398,Pending,4,2024,1138.2,455.28,12,682.92,27.18
SKU1098,Coffee Mug,Color-Blue,Apparel,Europe,Distributor,Direct,177,35.74,1,0.0176,Processing,1,2025,6325.98,35.74,176,6290.24,110.71
SKU1099,T-Shirt,Color-Blue,Accessories,USA,Retail,Reseller,118,7.98,3,0.0735,Pending,4,2024,941.64,23.94,115,917.7,67.45
SKU1100,Pen Set,Fit-10 inch,Home Goods,Australia,Retail,Direct,89,93.25,2,0.0439,Paid,8,2025,8299.25,186.5,87,8112.75,356.15
SKU1101,Headphones,Size-9,Accessories,Australia,Wholesale,Subscription,97,32.77,9,0.025,Paid,10,2025,3178.69,294.93,88,2883.76,72.09
SKU1102,Pen Set,Size-Medium,Furniture,USA,Wholesale,Reseller,12,94.59,2,0.0336,Processing,8,2024,1135.08,189.18,10,945.9,31.78
SKU1103,Water Bottle,Fit-10 inch,Furniture,Australia,Retail,Reseller,173,7.88,0,0.0548,Pending,1,2023,1363.24,0.0,173,1363.24,74.71
SKU1104,Tablet Case,Color-Blue,Stationery,Australia,Distributor,Direct,162,24.7,0,0.0248,Pending,2,2025,4001.4,0.0,162,4001.4,99.23
SKU1105,Water Bottle,Size-9,Furniture,Asia,Distributor,Subscription,175,17.61,6,0.0309,Processing,5,2025,3081.75,105.66,169,2976.09,91.96
SKU1106,Notebook,Size-Medium,Footwear,Australia,Wholesale,Subscription,38,34.69,3,0.0797,Paid,1,2024,1318.22,104.07,35,1214.15,96.77
SKU1107,Coffee Mug,Type-Lined,Footwear,Europe,Retail,Reseller,180,82.49,8,0.0414,Pending,3,2023,14848.2,659.92,172,14188.28,587.39
SKU1108,Backpack,Material-Steel,Home Goods,Europe,Wholesale,Reseller,81,25.93,2,0.0136,Not Applicable,9,2024,2100.33,51.86,79,2048.47,27.86
SKU1109,Tablet Case,Size-Large,Stationery,Europe,Online,Direct,161,8.85,3,0.0358,Pending,6,2023,1424.85,26.55,158,1398.3,50.06
SKU1110,Sneakers,Size-9,Electronics,Australia,Retail,Reseller,91,69.85,4,0.068,Pending,9,2024,6356.35,279.4,87,6076.95,413.23
SKU1111,Headphones,Size-Large,Stationery,Canada,Wholesale,Direct,191,8.11,5,0.0176,Paid,5,2024,1549.01,40.55,186,1508.46,26.55
SKU1112,Tablet Case,Material-Steel,Accessories,Europe,Online,Reseller,10,36.99,1,0.0288,Pending,10,2023,369.9,36.99,9,332.91,9.59
SKU1113,Pen Set,Color-Blue,Stationery,USA,Online,Reseller,130,43.38,0,0.0761,Processing,1,2023,5639.4,0.0,130,5639.4,429.16
SKU1114,Notebook,Material-Steel,Apparel,USA,Retail,Subscription,100,23.39,9,0.0641,Processing,1,2023,2339.0,210.51,91,2128.49,136.44
SKU1115,Pen Set,Size-Medium,Accessories,Asia,Online,Direct,42,74.32,4,0.0493,Not Applicable,8,2023,3121.44,297.28,38,2824.16,139.23
SKU1116,Tablet Case,Material-Steel,Stationery,Australia,Wholesale,Direct,191,10.27,9,0.0815,Processing,2,2025,1961.57,92.43,182,1869.14,152.33
SKU1117,Coffee Mug,Size-Large,Apparel,Canada,Retail,Direct,76,61.38,5,0.0693,Not Applicable,7,2024,4664.88,306.9,71,4357.98,302.01
SKU1118,T-Shirt,Type-Lined,Apparel,Europe,Wholesale,Direct,136,44.59,2,0.0174,Paid,5,2024,6064.24,89.18,134,5975.06,103.97
SKU1119,Water Bottle,Color-Black,Apparel,Canada,Online,Direct,50,70.51,6,0.0114,Paid,3,2024,3525.5,423.06,44,3102.44,35.37
SKU1120,Pen Set,Size-Medium,Footwear,Canada,Online,Direct,25,76.89,8,0.0234,Not Applicable,10,2024,1922.25,615.12,17,1307.13,30.59
SKU1121,Notebook,Size-Large,Accessories,Europe,Retail,Reseller,49,78.77,0,0.0532,Paid,10,2025,3859.73,0.0,49,3859.73,205.34
SKU1122,Notebook,Fit-10 inch,Furniture,Asia,Distributor,Subscription,113,37.51,2,0.0151,Processing,6,2024,4238.63,75.02,111,4163.61,62.87
SKU1123,Water Bottle,Size-Medium,Apparel,Europe,Wholesale,Subscription,127,50.24,4,0.0319,Pending,8,2024,6380.48,200.96,123,6179.52,197.13
SKU1124,T-Shirt,Size-Medium,Stationery,Canada,Wholesale,Direct,12,58.66,9,0.0254,Processing,7,2023,703.92,527.94,3,175.98,4.47
SKU1125,Pen Set,Material-Steel,Home Goods,Europe,Online,Subscription,177,53.04,5,0.0143,Paid,9,2024,9388.08,265.2,172,9122.88,130.46
SKU1126,Pen Set,Material-Steel,Furniture,Australia,Distributor,Reseller,90,75.62,9,0.0847,Processing,5,2024,6805.8,680.58,81,6125.22,518.81
SKU1127,Backpack,Wireless,Office Supplies,USA,Online,Direct,193,69.18,8,0.0845,Pending,1,2025,13351.74,553.44,185,12798.3,1081.46
SKU1128,Water Bottle,Size-Large,Home Goods,Canada,Online,Subscription,163,71.03,5,0.069,Processing,8,2023,11577.89,355.15,158,11222.74,774.37
SKU1129,Notebook,Color-Blue,Home Goods,Australia,Distributor,Reseller,198,92.17,9,0.0335,Processing,11,2023,18249.66,829.53,189,17420.13,583.57
SKU1130,Sneakers,Fit-10 inch,Accessories,Europe,Online,Subscription,122,77.35,1,0.0978,Processing,9,2024,9436.7,77.35,121,9359.35,915.34
SKU1131,Tablet Case,Color-Black,Stationery,Australia,Online,Direct,138,16.71,0,0.0494,Paid,4,2023,2305.98,0.0,138,2305.98,113.92
SKU1132,Pen Set,Fit-10 inch,Footwear,Australia,Distributor,Direct,171,46.72,8,0.0742,Pending,4,2025,7989.12,373.76,163,7615.36,565.06
SKU1133,Tablet Case,Fit-10 inch,Accessories,Asia,Retail,Direct,112,37.43,1,0.0136,Not Applicable,4,2025,4192.16,37.43,111,4154.73,56.5
SKU1134,Pen Set,Fit-10 inch,Apparel,Australia,Wholesale,Subscription,104,19.06,2,0.0207,Not Applicable,7,2024,1982.24,38.12,102,1944.12,40.24
SKU1135,T-Shirt,Size-Medium,Home Goods,USA,Wholesale,Direct,136,91.01,8,0.0543,Not Applicable,8,2025,12377.36,728.08,128,11649.28,632.56
SKU1136,Tablet Case,Type-Lined,Footwear,USA,Distributor,Direct,194,71.39,8,0.0187,Paid,10,2024,13849.66,571.12,186,13278.54,248.31
SKU1137,Desk Lamp,Material-Steel,Accessories,Asia,Distributor,Reseller,98,42.62,2,0.0313,Not Applicable,1,2024,4176.76,85.24,96,4091.52,128.06
SKU1138,Desk Lamp,Color-Black,Apparel,Australia,Retail,Reseller,85,83.26,9,0.0182,Pending,2,2025,7077.1,749.34,76,6327.76,115.17
SKU1139,Backpack,Type-Lined,Furniture,Europe,Wholesale,Subscription,7,40.11,8,0.0674,Paid,11,2023,280.77,320.88,-1,-40.11,-2.7
SKU1140,Headphones,Size-Large,Furniture,Asia,Online,Subscription,115,63.45,9,0.0134,Paid,3,2023,7296.75,571.05,106,6725.7,90.12
SKU1141,Water Bottle,Type-Lined,Accessories,Australia,Wholesale,Subscription,153,32.08,6,0.0933,Paid,6,2025,4908.24,192.48,147,4715.76,439.98
SKU1142,T-Shirt,Wireless,Electronics,Europe,Wholesale,Reseller,128,20.58,3,0.076,Not Applicable,2,2025,2634.24,61.74,125,2572.5,195.51
SKU1143,Desk Lamp,Size-9,Electronics,Asia,Wholesale,Direct,168,12.47,1,0.0744,Not Applicable,11,2024,2094.96,12.47,167,2082.49,154.94
SKU1144,Tablet Case,Size-Large,Accessories,USA,Retail,Subscription,107,83.51,0,0.0523,Paid,4,2024,8935.57,0.0,107,8935.57,467.33
SKU1145,Desk Lamp,Size-9,Stationery,Asia,Distributor,Direct,4,55.15,7,0.0902,Paid,8,2023,220.6,386.05,-3,-165.45,-14.92
SKU1146,T-Shirt,Fit-10 inch,Electronics,USA,Distributor,Direct,135,31.96,6,0.0342,Pending,4,2025,4314.6,191.76,129,4122.84,141.0
SKU1147,Coffee Mug,Fit-10 inch,Furniture,Asia,Retail,Reseller,197,95.23,5,0.0442,Processing,9,2025,18760.31,476.15,192,18284.16,808.16
SKU1148,Tablet Case,Size-Large,Apparel,Canada,Wholesale,Subscription,64,65.65,4,0.028,Processing,8,2023,4201.6,262.6,60,3939.0,110.29
SKU1149,Coffee Mug,Type-Lined,Stationery,Europe,Distributor,Direct,37,33.48,3,0.0618,Pending,7,2024,1238.76,100.44,34,1138.32,70.35
SKU1150,Sneakers,Wireless,Footwear,Europe,Distributor,Direct,115,28.88,5,0.0626,Not Applicable,8,2024,3321.2,144.4,110,3176.8,198.87
SKU1151,Backpack,Material-Steel,Electronics,Canada,Wholesale,Direct,36,81.1,9,0.0526,Processing,1,2024,2919.6,729.9,27,2189.7,115.18
SKU1152,Tablet Case,Wireless,Accessories,USA,Distributor,Subscription,109,12.6,4,0.0924,Pending,5,2025,1373.4,50.4,105,1323.0,122.25
